username,timestamp,content,mentions,hashtags,clean_content,signal
WEB3 SOLUTION,2025-07-11 01:19:10+00:00,"WEB3 SOLUTION
@ksuzat19
·
Jul 11
IDOL MAKE MY DAY I DEPLOYED ONLY 18$ WHICH I EARNED FROM 
@MagicNewton
 I CONVERT 18$ TO 120$
THROUGH SCALPING I USED A SECRET STRATEGY I THAT I BACK TESTED
LET ME KNOW 
IF YOU WANT 
LIKE SHARE REPOST
#Bitcoin #Binance  #FuturesTrading #scalping #DayTrading #INTRADAY #ETFs
Show more
Quote
WEB3 SOLUTION
@ksuzat19
·
Jul 9
IDOL/USDT IS LOOKING GOOD 
PERFECT  RETEST 
GO FOR LONG
#NFA (not financially advanced)
#Bitcoin #PERPUSDT
1
1
64","@ksuzat19, @MagicNewton, @ksuzat19","#Bitcoin, #Binance, #FuturesTrading, #scalping, #DayTrading, #INTRADAY, #ETFs, #NFA, #Bitcoin, #PERPUSDT","web3 solution


jul 11
idol make my day i deployed only 18 which i earned from 

 i convert 18 to 120
through scalping i used a secret strategy i that i back tested
let me know 
if you want 
like share repost
bitcoin binance  futurestrading scalping daytrading intraday etfs
show more
quote
web3 solution


jul 9
idolusdt is looking good 
perfect  retest 
go for long
nfa not financially advanced
bitcoin perpusdt
1
1
64",1
Arijit K R0Y ,2025-07-11 00:35:00+00:00,"Arijit K R0Y 
@FighterAKR
·
Jul 11
MAJOR INDICES DATA ANALYSIS :-
---------------------------------------

#nifty50 #Nifty #NIFTYFUTURE #NiftyBank #Indices #Options #niftyOptions #OptionsTrading #daytrading 

#INTRADAY #intradaytrading #NSE #nseindia #StockMarket #StockMarketindia #sharemarket #sharemarketindia
37",@FighterAKR,"#nifty50, #Nifty, #NIFTYFUTURE, #NiftyBank, #Indices, #Options, #niftyOptions, #OptionsTrading, #daytrading, #INTRADAY, #intradaytrading, #NSE, #nseindia, #StockMarket, #StockMarketindia, #sharemarket, #sharemarketindia","arijit k r0y 


jul 11
major indices data analysis 


nifty50 nifty niftyfuture niftybank indices options niftyoptions optionstrading daytrading 

intraday intradaytrading nse nseindia stockmarket stockmarketindia sharemarket sharemarketindia
37",0
The Stocks Mania ,2025-07-11 00:18:51+00:00,"The Stocks Mania 
@thestocksmania
·
Jul 11
Replying to 
@thestocksmania
Top 10+ #FNO #Intraday Stocks to watch for 11 JULY 2025

Disclaimer - Levels are purely for Educational purposes only. We are not responsible to anyone's Profit or Loss

#PIDILITIND #EICHERMOT #COLPAL #TATACONSUM #TradingTips #GOLD #SILVER #StocksToBuy #CRUDEOIL #CRYPTO #BITCOIN
2
397","@thestocksmania, @thestocksmania","#FNO, #Intraday, #PIDILITIND, #EICHERMOT, #COLPAL, #TATACONSUM, #TradingTips, #GOLD, #SILVER, #StocksToBuy, #CRUDEOIL, #CRYPTO, #BITCOIN","the stocks mania 


jul 11
replying to 

top 10 fno intraday stocks to watch for 11 july 2025

disclaimer  levels are purely for educational purposes only we are not responsible to anyones profit or loss

pidilitind eichermot colpal tataconsum tradingtips gold silver stockstobuy crudeoil crypto bitcoin
2
397",1
The Stocks Mania ,2025-07-11 00:17:34+00:00,"The Stocks Mania 
@thestocksmania
·
Jul 11
Top 10+ #FNO #Intraday Stocks to watch for 11 JULY 2025

Disclaimer - Levels are purely for Educational purposes only. We are not responsible to anyone's Profit or Loss

#HEROMOTOCO #ADANIENT #APOLLOHOSP #TATACOMM #TradingTips #GOLD #SILVER #StocksToBuy #CRUDEOIL #CRYPTO
1
1
5
697",@thestocksmania,"#FNO, #Intraday, #HEROMOTOCO, #ADANIENT, #APOLLOHOSP, #TATACOMM, #TradingTips, #GOLD, #SILVER, #StocksToBuy, #CRUDEOIL, #CRYPTO","the stocks mania 


jul 11
top 10 fno intraday stocks to watch for 11 july 2025

disclaimer  levels are purely for educational purposes only we are not responsible to anyones profit or loss

heromotoco adanient apollohosp tatacomm tradingtips gold silver stockstobuy crudeoil crypto
1
1
5
697",1
Precise Stock Alerts,2025-07-11 00:09:00+00:00,"Precise Stock Alerts
@PreciseStocks
·
Jul 11
07-10-2025 RECAP!
https://upgrade.chat/precisestockalertsinc?referralCode=762744151896621138…
$TZUP has been alerted From
$10.50 (08:01 AM) to $13.57 (08:15 AM)
with a 30% Gain!
#Money
#TZUP #stockmarketcrash #UCLDraw #intraday $TBIO $CONN $KPLT
45",@PreciseStocks,"#Money, #TZUP, #stockmarketcrash, #UCLDraw, #intraday","precise stock alerts


jul 11
07102025 recap

tzup has been alerted from
1050 0801 am to 1357 0815 am
with a 30 gain
money
tzup stockmarketcrash ucldraw intraday tbio conn kplt
45",0
Satya,2025-07-12 09:17:22+00:00,"Satya
@TheTrendScalper
·
4m
Find out the Range of Cumulation and the trend then took the intraday and BTST and STBT. Just 1 min chart. #Nifty #banknifty #StockMarketIndia join -https://t.me/+5rvV_LpUo40zNjI1…
18",@TheTrendScalper,"#Nifty, #banknifty, #StockMarketIndia","satya


4m
find out the range of cumulation and the trend then took the intraday and btst and stbt just 1 min chart nifty banknifty stockmarketindia join 
18",0
 Ajay Pratap Singh Rana,2025-07-12 09:07:22+00:00," Ajay Pratap Singh Rana
@Apsrana2601
·
14m
Replying to 
@Apsrana2601
#Banknifty #investing #Trending #India #ipo #Nifty #StockMarket #Trending
20","@Apsrana2601, @Apsrana2601","#Banknifty, #investing, #Trending, #India, #ipo, #Nifty, #StockMarket, #Trending","ajay pratap singh rana


14m
replying to 

banknifty investing trending india ipo nifty stockmarket trending
20",0
Aayush Agarwal,2025-07-12 09:00:52+00:00,"Aayush Agarwal
@AayushA43626
·
21m
now experts say support shifts to 25000 
what will happen if 25000 taken out 
support will shoft to 24800
this 200-200 point will bleed calls premiums 
@_anujsinghal
 what about accumalating monthly calls?

#nifty #banknifty
21","@AayushA43626, @_anujsinghal","#nifty, #banknifty","aayush agarwal


21m
now experts say support shifts to 25000 
what will happen if 25000 taken out 
support will shoft to 24800
this 200200 point will bleed calls premiums 

 what about accumalating monthly calls

nifty banknifty
21",0
Investment Guru India,2025-07-12 08:46:36+00:00,"Investment Guru India
@InvGurInd
·
35m
Nifty & Bank Nifty Weekly Outlook 12 July 2025 by 
@ChoiceHQ_Social
 

https://investmentguruindia.com/newsdetail/nifty-bank-nifty-weekly-outlook-12-july-2025-by-choice-broking-ltd242822…

 #Sensex #MarketOutlook #Nifty #BankNifty #ChoiceBroking #Investmentguruindia
55","@InvGurInd, @ChoiceHQ_Social","#Sensex, #MarketOutlook, #Nifty, #BankNifty, #ChoiceBroking, #Investmentguruindia","investment guru india


35m
nifty  bank nifty weekly outlook 12 july 2025 by 

 



 sensex marketoutlook nifty banknifty choicebroking investmentguruindia
55",0
Green Red Stocks,2025-07-12 08:41:53+00:00,"Green Red Stocks
@GreenRedStocks
·
40m
Replying to 
@GreenRedStocks
Momentum started ...as we mentioned Earlier..
#GOLD #goldfutures #mcx #Nifty50 #banknifty
20","@GreenRedStocks, @GreenRedStocks","#GOLD, #goldfutures, #mcx, #Nifty50, #banknifty","green red stocks


40m
replying to 

momentum started as we mentioned earlier
gold goldfutures mcx nifty50 banknifty
20",0
Share Market Positional Calls,2025-07-12 08:38:44+00:00,"Share Market Positional Calls
@PositionalShare
·
43m
STOCK QUERY SESSION

Ask Your Stock Query??

Also mention your view (short, mid, long)

WATSAPP HERE
https://wa.me/message/DKCKMG4BYL2WM1…

#stockmarketcrash #StockMarket #Nifty50 #banknifty #Breakout #Trending #LoveIslandUSA #LoveIsland #zordayizgecinemiyoruz #lgs2025
1
83",@PositionalShare,"#stockmarketcrash, #StockMarket, #Nifty50, #banknifty, #Breakout, #Trending, #LoveIslandUSA, #LoveIsland, #zordayizgecinemiyoruz, #lgs2025","share market positional calls


43m
stock query session

ask your stock query

also mention your view short mid long

watsapp here


stockmarketcrash stockmarket nifty50 banknifty breakout trending loveislandusa loveisland zordayizgecinemiyoruz lgs2025
1
83",1
Investment Guru India,2025-07-12 08:36:56+00:00,"Investment Guru India
@InvGurInd
·
45m
Weekly Note 12 July 2025 by Mr. Ajit Mishra, SVP - Research, 
@religareonline
 

https://investmentguruindia.com/newsdetail/weekly-note-12-july-2025-by-mr-ajit-mishra-svp---research-religare-broking-ltd813380…

#Sensex #ExpertViews #MarketOutlook #Nifty #BankNifty 
@ajit_mishra001
  #ReligareBrokingLtd #Investmentguruindia
56","@InvGurInd, @religareonline, @ajit_mishra001","#Sensex, #ExpertViews, #MarketOutlook, #Nifty, #BankNifty, #ReligareBrokingLtd, #Investmentguruindia","investment guru india


45m
weekly note 12 july 2025 by mr ajit mishra svp  research 

 



sensex expertviews marketoutlook nifty banknifty 

  religarebrokingltd investmentguruindia
56",0
Trades by CR,2025-07-12 08:25:05+00:00,"Trades by CR
@c_r_market
·
56m
Kaisa laga Mazak
Keep trailing
8000 points up #nifty50 #niftyOptions #bankex #banknifty #BankNiftyOptions #SBIN #NiftyBank #BTCUSD #cryptocurrency #Bitcoin #memecoin #ElonMusk #trumpvsmusk #WealthBuilding Binance Alpha #Silver #MLC2025 #BTCUSDT #Altcoins #memecoins #Coinstrading
Quote
Trades by CR
@c_r_market
·
Jul 6
Btc/usd 
Buy 

Note :: We are not responsible for any profit and loss. Consult your financial advisor before initiating any trade. #nifty50 #niftyOptions #bankex #banknifty #BankNiftyOptions #SBIN #NiftyBank #BTCUSD #cryptocurrency #Bitcoin #memecoin #ElonMusk #trumpvsmusk
150","@c_r_market, @c_r_market","#nifty50, #niftyOptions, #bankex, #banknifty, #BankNiftyOptions, #SBIN, #NiftyBank, #BTCUSD, #cryptocurrency, #Bitcoin, #memecoin, #ElonMusk, #trumpvsmusk, #WealthBuilding, #Silver, #MLC2025, #BTCUSDT, #Altcoins, #memecoins, #Coinstrading, #nifty50, #niftyOptions, #bankex, #banknifty, #BankNiftyOptions, #SBIN, #NiftyBank, #BTCUSD, #cryptocurrency, #Bitcoin, #memecoin, #ElonMusk, #trumpvsmusk","trades by cr


56m
kaisa laga mazak
keep trailing
8000 points up nifty50 niftyoptions bankex banknifty bankniftyoptions sbin niftybank btcusd cryptocurrency bitcoin memecoin elonmusk trumpvsmusk wealthbuilding binance alpha silver mlc2025 btcusdt altcoins memecoins coinstrading
quote
trades by cr


jul 6
btcusd 
buy 

note  we are not responsible for any profit and loss consult your financial advisor before initiating any trade nifty50 niftyoptions bankex banknifty bankniftyoptions sbin niftybank btcusd cryptocurrency bitcoin memecoin elonmusk trumpvsmusk
150",1
SK OJHA (TRADE WICK),2025-07-12 08:24:26+00:00,"SK OJHA (TRADE WICK)
@TradewickOjha
·
57m
Weekly (14-18 Jul 25) : Sectoral Index including #Nifty #Banknifty #FinNifty updated on given blogpost.  Download .pdf from Link1 https://tradewick.wordpress.com/2025/07/12/nifty-banknifty-other-sector-weekly-14-18-jul-25-update/…... Link2 https://sites.google.com/view/tradewick/weekly-index-update…
44",@TradewickOjha,"#Nifty, #Banknifty, #FinNifty","sk ojha trade wick


57m
weekly 1418 jul 25  sectoral index including nifty banknifty finnifty updated on given blogpost  download pdf from link1  link2 
44",0
SG,2025-07-12 08:01:51+00:00,"SG
@GhoshSubhag
·
1h
 #banknifty  2H Chart Update:

Price facing strong rejection from 57,550–57,680

 Support: 56,650–56,800
 Breakdown = likely test of 54,500–55,000
 Channel support being tested
 Possible (a)-(b)-(c) correction unfolding

 Watch for bounce → rejection → sharp fall.
1
1
1
277",@GhoshSubhag,#banknifty,"sg


1h
 banknifty  2h chart update

price facing strong rejection from 5755057680

 support 5665056800
 breakdown  likely test of 5450055000
 channel support being tested
 possible abc correction unfolding

 watch for bounce  rejection  sharp fall
1
1
1
277",0
Mycalls Trading,2025-07-12 07:59:37+00:00,"Mycalls Trading
@MycallsTrading
·
1h
The Success Rate of our Last Week's FNO INDEX Call Suggestion was 73.68% 

#OptionsTrading #FNO #PROFIT
#sharemarket #index #Nifty #banknifty
#StocksToBuy

Follow us on Telegram @ http://t.me/TojoinMyCalls
80",@MycallsTrading,"#OptionsTrading, #FNO, #PROFIT, #sharemarket, #index, #Nifty, #banknifty, #StocksToBuy","mycalls trading


1h
the success rate of our last weeks fno index call suggestion was 7368 

optionstrading fno profit
sharemarket index nifty banknifty
stockstobuy

follow us on telegram  
80",1
Aayush Agarwal,2025-07-12 07:57:54+00:00,"Aayush Agarwal
@AayushA43626
·
1h
FIIs longs are getting reduces in stock futures 
now at 1428954 lots that is 2 lac lots less
plus index shorts reached 103760 lots
#nifty #banknifty
51",@AayushA43626,"#nifty, #banknifty","aayush agarwal


1h
fiis longs are getting reduces in stock futures 
now at 1428954 lots that is 2 lac lots less
plus index shorts reached 103760 lots
nifty banknifty
51",1
Mycalls Trading,2025-07-12 07:56:35+00:00,"Mycalls Trading
@MycallsTrading
·
1h
Best Suggestions of this week (4th Jul to 10th Jul'25) in the INDEX Segment (Part 3) 

#SENSEX 56.5 to 232.7 
#BANKNIFTY 557 to 579 
#NIFTY 49 to 90.9 
#NIFTY 81 to 160 

Follow us on TG@ http://t.me/TojoinMyCalls
93",@MycallsTrading,"#SENSEX, #BANKNIFTY, #NIFTY, #NIFTY","mycalls trading


1h
best suggestions of this week 4th jul to 10th jul25 in the index segment part 3 

sensex 565 to 2327 
banknifty 557 to 579 
nifty 49 to 909 
nifty 81 to 160 

follow us on tg 
93",0
Mycalls Trading,2025-07-12 07:53:08+00:00,"Mycalls Trading
@MycallsTrading
·
1h
Status of our Last Week's EQUITY Call Suggestion 

#Equity #PROFIT
#sharemarket #Nifty #banknifty #StockToWatch

Follow us on Telegram @ http://t.me/TojoinMyCalls
74",@MycallsTrading,"#Equity, #PROFIT, #sharemarket, #Nifty, #banknifty, #StockToWatch","mycalls trading


1h
status of our last weeks equity call suggestion 

equity profit
sharemarket nifty banknifty stocktowatch

follow us on telegram  
74",0
Deepak Option Trader(D.O.T),2025-07-12 07:29:54+00:00,"Deepak Option Trader(D.O.T)@OptiontraderDK·1hFrom Monday will share my view on indexes everyday (trading day)

With trade and logic...

Stay tuned 

And 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty1154",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty1154","deepak option traderdot1hfrom monday will share my view on indexes everyday trading day

with trade and logic

stay tuned 

and 

do follow

stockmarketcrash stockmarket nifty50 nifty herozero sensex banknifty1154",0
Deepak Option Trader(D.O.T),2025-07-12 07:29:54+00:00,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
From Monday will share my view on indexes everyday (trading day)

With trade and logic...

Stay tuned 

And 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty
1
154",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty","deepak option traderdot


1h
from monday will share my view on indexes everyday trading day

with trade and logic

stay tuned 

and 

do follow

stockmarketcrash stockmarket nifty50 nifty herozero sensex banknifty
1
154",0
Deepak Option Trader(D.O.T),2025-07-12 07:28:19+00:00,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
I will share one herozero trade tomorrow with the risk of 5k/6k

Reward 12k/18k/22k

Stay tuned and 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty
1
138",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty","deepak option traderdot


1h
i will share one herozero trade tomorrow with the risk of 5k6k

reward 12k18k22k

stay tuned and 

do follow

stockmarketcrash stockmarket nifty50 nifty herozero sensex banknifty
1
138",0
Deepak Option Trader(D.O.T),2025-07-12 07:26:09+00:00,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
Ready for the crash ....next week + last week 

Nifty will crack more than 1000
Banknifty to test 53000 or more

#stockmarketcrash #StockMarket #banknifty #niftycrash
#nifty50 #nifty
Bookmark for future
Quote
Deepak Option Trader(D.O.T)
@OptiontraderDK
·
Jul 10

800-1000 points bleeding  in #Nifty50 in coming week possible 

#Niftycrash

Stay cautios 

#stockmarketcrash #StockMarket #TCS #banknifty
1
134","@OptiontraderDK, @OptiontraderDK","#stockmarketcrash, #StockMarket, #banknifty, #niftycrash, #nifty50, #nifty, #Nifty50, #Niftycrash, #stockmarketcrash, #StockMarket, #TCS, #banknifty","deepak option traderdot


1h
ready for the crash next week  last week 

nifty will crack more than 1000
banknifty to test 53000 or more

stockmarketcrash stockmarket banknifty niftycrash
nifty50 nifty
bookmark for future
quote
deepak option traderdot


jul 10

8001000 points bleeding  in nifty50 in coming week possible 

niftycrash

stay cautios 

stockmarketcrash stockmarket tcs banknifty
1
134",0
Vivek Singh(SEBI Registered RA),2025-07-12 07:21:36+00:00,"Vivek Singh(SEBI Registered RA)
@ViveKSingh_DC
·
2h
Let’s have some fun 
Tell me, which stock or index you hate the most and why? 
Is it because it hit your SL again and again? Or gave false breakouts?
Drop your pain story in the comments 
#StockMarket #TradingLife #Nifty #BankNifty #Investing
5
2
8
555",@ViveKSingh_DC,"#StockMarket, #TradingLife, #Nifty, #BankNifty, #Investing","vivek singhsebi registered ra


2h
lets have some fun 
tell me which stock or index you hate the most and why 
is it because it hit your sl again and again or gave false breakouts
drop your pain story in the comments 
stockmarket tradinglife nifty banknifty investing
5
2
8
555",0
Dakshay Desai,2025-07-12 07:11:36+00:00,"Dakshay Desai
@dakshaydesai
·
2h
#Nifty #banknifty #sensex #nasdaq #dowjones #investment #stockmarket #warrenbuffet
The media could not be played.
Reload
1
96",@dakshaydesai,"#Nifty, #banknifty, #sensex, #nasdaq, #dowjones, #investment, #stockmarket, #warrenbuffet","dakshay desai


2h
nifty banknifty sensex nasdaq dowjones investment stockmarket warrenbuffet
the media could not be played
reload
1
96",0
Harrshh Poddaar,2025-07-12 07:09:28+00:00,"Harrshh Poddaar
@harshpoddar91
·
2h
Highlights of the week ended 11th July 2025

#Nifty50 #banknifty #GOLD #silver #StocksToWatch #consumers #FMCG  #DEFENCE #Investing #MutualFunds #NIFTYIT
94",@harshpoddar91,"#Nifty50, #banknifty, #GOLD, #silver, #StocksToWatch, #consumers, #FMCG, #DEFENCE, #Investing, #MutualFunds, #NIFTYIT","harrshh poddaar


2h
highlights of the week ended 11th july 2025

nifty50 banknifty gold silver stockstowatch consumers fmcg  defence investing mutualfunds niftyit
94",0
Metaverse Trading Academy,2025-07-12 06:57:10+00:00,"Metaverse Trading Academy
@metaverseacadmy
·
2h
Nifty is in day low drive | 3 hours hover in short range | #trading #Nifty #BankNifty #sensex
The media could not be played.
Reload
79",@metaverseacadmy,"#trading, #Nifty, #BankNifty, #sensex","metaverse trading academy


2h
nifty is in day low drive  3 hours hover in short range  trading nifty banknifty sensex
the media could not be played
reload
79",-1
