username,timestamp,content,mentions,hashtags
Ashok Sharma,2025-07-11T02:54:08.000Z,"Ashok Sharma@Ashokksharma78·Jul 11Technically 

Nifty 

Support : 25258,25178
Resist: 25408,25458

Bank Nifty 

Support : 56681, 56500
Resist: 57148, 57200

Today’s call :
Sell Zee Tv

Enjoy Trading 

#OPTIONS  #GIFTNIFTY #BSE
#trading  #intraday #bse #fii #dii 
 #TrumpTariffs #idea #yesbank #crude #Israel209",@Ashokksharma78,"#OPTIONS, #GIFTNIFTY, #BSE, #trading, #intraday, #bse, #fii, #dii, #TrumpTariffs, #idea, #yesbank, #crude, #Israel209"
Sachin,2025-07-11T01:35:13.000Z,"Sachin@Sachin94596741·Jul 11Vedanta Buy Around 443.40 Target 446-450 only for intraday Jab 443 ke Above aaye tabhi buy Kare.

#StockToWatch #StocksToBuy 
#BreakoutStocks #vedanta #intraday
#StockMarket #stockoption
Not Sebi registered1137",@Sachin94596741,"#StockToWatch, #StocksToBuy, #BreakoutStocks, #vedanta, #intraday, #StockMarket, #stockoption"
Ashok Sharma,2025-07-11T02:54:08.000Z,"Ashok Sharma
@Ashokksharma78
·
Jul 11
Technically 

Nifty 

Support : 25258,25178
Resist: 25408,25458

Bank Nifty 

Support : 56681, 56500
Resist: 57148, 57200

Today’s call :
Sell Zee Tv

Enjoy Trading 

#OPTIONS  #GIFTNIFTY #BSE
#trading  #intraday #bse #fii #dii 
 #TrumpTariffs #idea #yesbank #crude #Israel
209",@Ashokksharma78,"#OPTIONS, #GIFTNIFTY, #BSE, #trading, #intraday, #bse, #fii, #dii, #TrumpTariffs, #idea, #yesbank, #crude, #Israel"
Sachin,2025-07-11T01:35:13.000Z,"Sachin
@Sachin94596741
·
Jul 11
Vedanta Buy Around 443.40 Target 446-450 only for intraday Jab 443 ke Above aaye tabhi buy Kare.

#StockToWatch #StocksToBuy 
#BreakoutStocks #vedanta #intraday
#StockMarket #stockoption
Not Sebi registered
1
137",@Sachin94596741,"#StockToWatch, #StocksToBuy, #BreakoutStocks, #vedanta, #intraday, #StockMarket, #stockoption"
WEB3 SOLUTION,2025-07-11T01:19:10.000Z,"WEB3 SOLUTION
@ksuzat19
·
Jul 11
IDOL MAKE MY DAY I DEPLOYED ONLY 18$ WHICH I EARNED FROM 
@MagicNewton
 I CONVERT 18$ TO 120$
THROUGH SCALPING I USED A SECRET STRATEGY I THAT I BACK TESTED
LET ME KNOW 
IF YOU WANT 
LIKE SHARE REPOST
#Bitcoin #Binance  #FuturesTrading #scalping #DayTrading #INTRADAY #ETFs
Show more
Quote
WEB3 SOLUTION
@ksuzat19
·
Jul 9
IDOL/USDT IS LOOKING GOOD 
PERFECT  RETEST 
GO FOR LONG
#NFA (not financially advanced)
#Bitcoin #PERPUSDT
1
1
64","@ksuzat19, @MagicNewton, @ksuzat19","#Bitcoin, #Binance, #FuturesTrading, #scalping, #DayTrading, #INTRADAY, #ETFs, #NFA, #Bitcoin, #PERPUSDT"
Arijit K R0Y ,2025-07-11T00:35:00.000Z,"Arijit K R0Y 
@FighterAKR
·
Jul 11
MAJOR INDICES DATA ANALYSIS :-
---------------------------------------

#nifty50 #Nifty #NIFTYFUTURE #NiftyBank #Indices #Options #niftyOptions #OptionsTrading #daytrading 

#INTRADAY #intradaytrading #NSE #nseindia #StockMarket #StockMarketindia #sharemarket #sharemarketindia
37",@FighterAKR,"#nifty50, #Nifty, #NIFTYFUTURE, #NiftyBank, #Indices, #Options, #niftyOptions, #OptionsTrading, #daytrading, #INTRADAY, #intradaytrading, #NSE, #nseindia, #StockMarket, #StockMarketindia, #sharemarket, #sharemarketindia"
The Stocks Mania ,2025-07-11T00:18:51.000Z,"The Stocks Mania 
@thestocksmania
·
Jul 11
Replying to 
@thestocksmania
Top 10+ #FNO #Intraday Stocks to watch for 11 JULY 2025

Disclaimer - Levels are purely for Educational purposes only. We are not responsible to anyone's Profit or Loss

#PIDILITIND #EICHERMOT #COLPAL #TATACONSUM #TradingTips #GOLD #SILVER #StocksToBuy #CRUDEOIL #CRYPTO #BITCOIN
2
397","@thestocksmania, @thestocksmania","#FNO, #Intraday, #PIDILITIND, #EICHERMOT, #COLPAL, #TATACONSUM, #TradingTips, #GOLD, #SILVER, #StocksToBuy, #CRUDEOIL, #CRYPTO, #BITCOIN"
The Stocks Mania ,2025-07-11T00:17:34.000Z,"The Stocks Mania 
@thestocksmania
·
Jul 11
Top 10+ #FNO #Intraday Stocks to watch for 11 JULY 2025

Disclaimer - Levels are purely for Educational purposes only. We are not responsible to anyone's Profit or Loss

#HEROMOTOCO #ADANIENT #APOLLOHOSP #TATACOMM #TradingTips #GOLD #SILVER #StocksToBuy #CRUDEOIL #CRYPTO
1
1
5
697",@thestocksmania,"#FNO, #Intraday, #HEROMOTOCO, #ADANIENT, #APOLLOHOSP, #TATACOMM, #TradingTips, #GOLD, #SILVER, #StocksToBuy, #CRUDEOIL, #CRYPTO"
Precise Stock Alerts,2025-07-11T00:09:00.000Z,"Precise Stock Alerts
@PreciseStocks
·
Jul 11
07-10-2025 RECAP!
https://upgrade.chat/precisestockalertsinc?referralCode=762744151896621138…
$TZUP has been alerted From
$10.50 (08:01 AM) to $13.57 (08:15 AM)
with a 30% Gain!
#Money
#TZUP #stockmarketcrash #UCLDraw #intraday $TBIO $CONN $KPLT
45",@PreciseStocks,"#Money, #TZUP, #stockmarketcrash, #UCLDraw, #intraday"
Satya,2025-07-12T09:17:22.000Z,"Satya
@TheTrendScalper
·
4m
Find out the Range of Cumulation and the trend then took the intraday and BTST and STBT. Just 1 min chart. #Nifty #banknifty #StockMarketIndia join -https://t.me/+5rvV_LpUo40zNjI1…
18",@TheTrendScalper,"#Nifty, #banknifty, #StockMarketIndia"
 Ajay Pratap Singh Rana,2025-07-12T09:07:22.000Z," Ajay Pratap Singh Rana
@Apsrana2601
·
14m
Replying to 
@Apsrana2601
#Banknifty #investing #Trending #India #ipo #Nifty #StockMarket #Trending
20","@Apsrana2601, @Apsrana2601","#Banknifty, #investing, #Trending, #India, #ipo, #Nifty, #StockMarket, #Trending"
Aayush Agarwal,2025-07-12T09:00:52.000Z,"Aayush Agarwal
@AayushA43626
·
21m
now experts say support shifts to 25000 
what will happen if 25000 taken out 
support will shoft to 24800
this 200-200 point will bleed calls premiums 
@_anujsinghal
 what about accumalating monthly calls?

#nifty #banknifty
21","@AayushA43626, @_anujsinghal","#nifty, #banknifty"
Investment Guru India,2025-07-12T08:46:36.000Z,"Investment Guru India
@InvGurInd
·
35m
Nifty & Bank Nifty Weekly Outlook 12 July 2025 by 
@ChoiceHQ_Social
 

https://investmentguruindia.com/newsdetail/nifty-bank-nifty-weekly-outlook-12-july-2025-by-choice-broking-ltd242822…

 #Sensex #MarketOutlook #Nifty #BankNifty #ChoiceBroking #Investmentguruindia
55","@InvGurInd, @ChoiceHQ_Social","#Sensex, #MarketOutlook, #Nifty, #BankNifty, #ChoiceBroking, #Investmentguruindia"
Green Red Stocks,2025-07-12T08:41:53.000Z,"Green Red Stocks
@GreenRedStocks
·
40m
Replying to 
@GreenRedStocks
Momentum started ...as we mentioned Earlier..
#GOLD #goldfutures #mcx #Nifty50 #banknifty
20","@GreenRedStocks, @GreenRedStocks","#GOLD, #goldfutures, #mcx, #Nifty50, #banknifty"
Share Market Positional Calls,2025-07-12T08:38:44.000Z,"Share Market Positional Calls
@PositionalShare
·
43m
STOCK QUERY SESSION

Ask Your Stock Query??

Also mention your view (short, mid, long)

WATSAPP HERE
https://wa.me/message/DKCKMG4BYL2WM1…

#stockmarketcrash #StockMarket #Nifty50 #banknifty #Breakout #Trending #LoveIslandUSA #LoveIsland #zordayizgecinemiyoruz #lgs2025
1
83",@PositionalShare,"#stockmarketcrash, #StockMarket, #Nifty50, #banknifty, #Breakout, #Trending, #LoveIslandUSA, #LoveIsland, #zordayizgecinemiyoruz, #lgs2025"
Investment Guru India,2025-07-12T08:36:56.000Z,"Investment Guru India
@InvGurInd
·
45m
Weekly Note 12 July 2025 by Mr. Ajit Mishra, SVP - Research, 
@religareonline
 

https://investmentguruindia.com/newsdetail/weekly-note-12-july-2025-by-mr-ajit-mishra-svp---research-religare-broking-ltd813380…

#Sensex #ExpertViews #MarketOutlook #Nifty #BankNifty 
@ajit_mishra001
  #ReligareBrokingLtd #Investmentguruindia
56","@InvGurInd, @religareonline, @ajit_mishra001","#Sensex, #ExpertViews, #MarketOutlook, #Nifty, #BankNifty, #ReligareBrokingLtd, #Investmentguruindia"
Trades by CR,2025-07-12T08:25:05.000Z,"Trades by CR
@c_r_market
·
56m
Kaisa laga Mazak
Keep trailing
8000 points up #nifty50 #niftyOptions #bankex #banknifty #BankNiftyOptions #SBIN #NiftyBank #BTCUSD #cryptocurrency #Bitcoin #memecoin #ElonMusk #trumpvsmusk #WealthBuilding Binance Alpha #Silver #MLC2025 #BTCUSDT #Altcoins #memecoins #Coinstrading
Quote
Trades by CR
@c_r_market
·
Jul 6
Btc/usd 
Buy 

Note :: We are not responsible for any profit and loss. Consult your financial advisor before initiating any trade. #nifty50 #niftyOptions #bankex #banknifty #BankNiftyOptions #SBIN #NiftyBank #BTCUSD #cryptocurrency #Bitcoin #memecoin #ElonMusk #trumpvsmusk
150","@c_r_market, @c_r_market","#nifty50, #niftyOptions, #bankex, #banknifty, #BankNiftyOptions, #SBIN, #NiftyBank, #BTCUSD, #cryptocurrency, #Bitcoin, #memecoin, #ElonMusk, #trumpvsmusk, #WealthBuilding, #Silver, #MLC2025, #BTCUSDT, #Altcoins, #memecoins, #Coinstrading, #nifty50, #niftyOptions, #bankex, #banknifty, #BankNiftyOptions, #SBIN, #NiftyBank, #BTCUSD, #cryptocurrency, #Bitcoin, #memecoin, #ElonMusk, #trumpvsmusk"
SK OJHA (TRADE WICK),2025-07-12T08:24:26.000Z,"SK OJHA (TRADE WICK)
@TradewickOjha
·
57m
Weekly (14-18 Jul 25) : Sectoral Index including #Nifty #Banknifty #FinNifty updated on given blogpost.  Download .pdf from Link1 https://tradewick.wordpress.com/2025/07/12/nifty-banknifty-other-sector-weekly-14-18-jul-25-update/…... Link2 https://sites.google.com/view/tradewick/weekly-index-update…
44",@TradewickOjha,"#Nifty, #Banknifty, #FinNifty"
SG,2025-07-12T08:01:51.000Z,"SG
@GhoshSubhag
·
1h
 #banknifty  2H Chart Update:

Price facing strong rejection from 57,550–57,680

 Support: 56,650–56,800
 Breakdown = likely test of 54,500–55,000
 Channel support being tested
 Possible (a)-(b)-(c) correction unfolding

 Watch for bounce → rejection → sharp fall.
1
1
1
277",@GhoshSubhag,#banknifty
Mycalls Trading,2025-07-12T07:59:37.000Z,"Mycalls Trading
@MycallsTrading
·
1h
The Success Rate of our Last Week's FNO INDEX Call Suggestion was 73.68% 

#OptionsTrading #FNO #PROFIT
#sharemarket #index #Nifty #banknifty
#StocksToBuy

Follow us on Telegram @ http://t.me/TojoinMyCalls
80",@MycallsTrading,"#OptionsTrading, #FNO, #PROFIT, #sharemarket, #index, #Nifty, #banknifty, #StocksToBuy"
Aayush Agarwal,2025-07-12T07:57:54.000Z,"Aayush Agarwal
@AayushA43626
·
1h
FIIs longs are getting reduces in stock futures 
now at 1428954 lots that is 2 lac lots less
plus index shorts reached 103760 lots
#nifty #banknifty
51",@AayushA43626,"#nifty, #banknifty"
Mycalls Trading,2025-07-12T07:56:35.000Z,"Mycalls Trading
@MycallsTrading
·
1h
Best Suggestions of this week (4th Jul to 10th Jul'25) in the INDEX Segment (Part 3) 

#SENSEX 56.5 to 232.7 
#BANKNIFTY 557 to 579 
#NIFTY 49 to 90.9 
#NIFTY 81 to 160 

Follow us on TG@ http://t.me/TojoinMyCalls
93",@MycallsTrading,"#SENSEX, #BANKNIFTY, #NIFTY, #NIFTY"
Mycalls Trading,2025-07-12T07:53:08.000Z,"Mycalls Trading
@MycallsTrading
·
1h
Status of our Last Week's EQUITY Call Suggestion 

#Equity #PROFIT
#sharemarket #Nifty #banknifty #StockToWatch

Follow us on Telegram @ http://t.me/TojoinMyCalls
74",@MycallsTrading,"#Equity, #PROFIT, #sharemarket, #Nifty, #banknifty, #StockToWatch"
Deepak Option Trader(D.O.T),2025-07-12T07:29:54.000Z,"Deepak Option Trader(D.O.T)@OptiontraderDK·1hFrom Monday will share my view on indexes everyday (trading day)

With trade and logic...

Stay tuned 

And 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty1154",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty1154"
Deepak Option Trader(D.O.T),2025-07-12T07:29:54.000Z,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
From Monday will share my view on indexes everyday (trading day)

With trade and logic...

Stay tuned 

And 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty
1
154",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty"
Deepak Option Trader(D.O.T),2025-07-12T07:28:19.000Z,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
I will share one herozero trade tomorrow with the risk of 5k/6k

Reward 12k/18k/22k

Stay tuned and 

Do follow

#stockmarketcrash #StockMarket #nifty50 #nifty #herozero #sensex #banknifty
1
138",@OptiontraderDK,"#stockmarketcrash, #StockMarket, #nifty50, #nifty, #herozero, #sensex, #banknifty"
Deepak Option Trader(D.O.T),2025-07-12T07:26:09.000Z,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
1h
Ready for the crash ....next week + last week 

Nifty will crack more than 1000
Banknifty to test 53000 or more

#stockmarketcrash #StockMarket #banknifty #niftycrash
#nifty50 #nifty
Bookmark for future
Quote
Deepak Option Trader(D.O.T)
@OptiontraderDK
·
Jul 10

800-1000 points bleeding  in #Nifty50 in coming week possible 

#Niftycrash

Stay cautios 

#stockmarketcrash #StockMarket #TCS #banknifty
1
134","@OptiontraderDK, @OptiontraderDK","#stockmarketcrash, #StockMarket, #banknifty, #niftycrash, #nifty50, #nifty, #Nifty50, #Niftycrash, #stockmarketcrash, #StockMarket, #TCS, #banknifty"
Vivek Singh(SEBI Registered RA),2025-07-12T07:21:36.000Z,"Vivek Singh(SEBI Registered RA)
@ViveKSingh_DC
·
2h
Let’s have some fun 
Tell me, which stock or index you hate the most and why? 
Is it because it hit your SL again and again? Or gave false breakouts?
Drop your pain story in the comments 
#StockMarket #TradingLife #Nifty #BankNifty #Investing
5
2
8
555",@ViveKSingh_DC,"#StockMarket, #TradingLife, #Nifty, #BankNifty, #Investing"
Dakshay Desai,2025-07-12T07:11:36.000Z,"Dakshay Desai
@dakshaydesai
·
2h
#Nifty #banknifty #sensex #nasdaq #dowjones #investment #stockmarket #warrenbuffet
The media could not be played.
Reload
1
96",@dakshaydesai,"#Nifty, #banknifty, #sensex, #nasdaq, #dowjones, #investment, #stockmarket, #warrenbuffet"
Harrshh Poddaar,2025-07-12T07:09:28.000Z,"Harrshh Poddaar
@harshpoddar91
·
2h
Highlights of the week ended 11th July 2025

#Nifty50 #banknifty #GOLD #silver #StocksToWatch #consumers #FMCG  #DEFENCE #Investing #MutualFunds #NIFTYIT
94",@harshpoddar91,"#Nifty50, #banknifty, #GOLD, #silver, #StocksToWatch, #consumers, #FMCG, #DEFENCE, #Investing, #MutualFunds, #NIFTYIT"
Metaverse Trading Academy,2025-07-12T06:57:10.000Z,"Metaverse Trading Academy
@metaverseacadmy
·
2h
Nifty is in day low drive | 3 hours hover in short range | #trading #Nifty #BankNifty #sensex
The media could not be played.
Reload
79",@metaverseacadmy,"#trading, #Nifty, #BankNifty, #sensex"
CA RAJEEV GUPTA,2025-07-12T06:48:44.000Z,"CA RAJEEV GUPTA
@RajeevGuptaCA
·
2h
BOB Share Price Target 2025,2030,2035,2040

#incometax #ITR2025 #banknifty
#stockmarketcrash #Nifty #Nifty50  #StockMarketIndia #StockMarket  #Sensex  #stockmarketsindia #StocksToBuy #StocksInFocus #StocksToTrade
BOB Share Price Target 2025,2030,2035,2040 - News4You
From news4you.in
1
1
121",@RajeevGuptaCA,"#incometax, #ITR2025, #banknifty, #stockmarketcrash, #Nifty, #Nifty50, #StockMarketIndia, #StockMarket, #Sensex, #stockmarketsindia, #StocksToBuy, #StocksInFocus, #StocksToTrade"
CA RAJEEV GUPTA,2025-07-12T06:47:35.000Z,"CA RAJEEV GUPTA
@RajeevGuptaCA
·
2h
This Big NBFC Company Has Announced One Free Bonus Share For Every Share Held by the Shareholders

 #banknifty
#stockmarketcrash #Nifty #Nifty50  #StockMarketIndia #StockMarket  #Sensex  #stockmarketsindia #StocksToBuy #StocksInFocus #StocksToTrade
This Big NBFC Company Has Announced One Free Bonus Share For Every Share Held by the Shareholders -...
From moneyinsight.in
1
1
119",@RajeevGuptaCA,"#banknifty, #stockmarketcrash, #Nifty, #Nifty50, #StockMarketIndia, #StockMarket, #Sensex, #stockmarketsindia, #StocksToBuy, #StocksInFocus, #StocksToTrade"
Λ𝐋𝐏𝐇Λ𝐓𝐑Λ𝐃𝐄𝐗,2025-07-12T06:41:29.000Z,"Λ𝐋𝐏𝐇Λ𝐓𝐑Λ𝐃𝐄𝐗
@AlphaTradeX
·
2h
Markets are closed, but real traders don't rest.

Use the weekend to:
Review your trades
Study one new strategy
Journal your mindset
Prep for Monday
The edge isn’t just in the charts. It’s in how you spend your off-time.
#Trading #StockMarket #NIFTY #BANKNIFTY #SENSEX
104",@AlphaTradeX,"#Trading, #StockMarket, #NIFTY, #BANKNIFTY, #SENSEX"
S.Sankar (NISM Certified RA),2025-07-12T06:23:29.000Z,"S.Sankar (NISM Certified RA)
@SankarNism
·
2h
#market #OptionTrading #OptionBuying #OptionSelling #Buy #sell #CrudeOil #NaturalGas #crude #banknifty #nifty #Sensex #fii #dii

My weekly analysis for Nifty, Sensex and Bank Nifty 

Have profitable week ahead !!
193",@SankarNism,"#market, #OptionTrading, #OptionBuying, #OptionSelling, #Buy, #sell, #CrudeOil, #NaturalGas, #crude, #banknifty, #nifty, #Sensex, #fii, #dii"
Pradeep | TrueGraphy,2025-07-12T06:23:28.000Z,"Pradeep | TrueGraphy
@TrueGraphyCom
·
2h
I drew a line connecting 2 high point made in 2010 & 2015. The #magic worked, it blocked price rise of #Bankofbaroda shares in 2025 

Learn to connect 2 dots, it does wonders beyond imagination

Follow 
@TrueGraphyCom
 for such magics

#Nifty #investing #banknifty
Quote
Grandmaster of Stocks
@AdeptMarket
·
22h
BANK OF BARODA - Insanely Undervalued  
I love such undervalued names 

PE just 5.6 
Book Value 283 VS 237 
Dividend Yield 3.5% 
Screener shows intrinsic value as 371 VS Current price of 237 
Both FIIs & DIIs have increased stake in Mar 2025 Quarter
90","@TrueGraphyCom, @TrueGraphyCom, @AdeptMarket","#magic, #Bankofbaroda, #Nifty, #investing, #banknifty"
Trade Insight,2025-07-12T06:21:53.000Z,"Trade Insight
@TradeInsightSvc
·
3h
Join Here 
https://telegram.im/InsightServices

#nifty #sensex #banknifty
1
58",@TradeInsightSvc,"#nifty, #sensex, #banknifty"
Sach Sharma,2025-07-12T06:15:30.000Z,"Sach Sharma
@sachsharma3
·
3h
#Nifty weekly close 25149 -311 (-1.22%)

#Banknifty weekly close 56754 -277 (-0.49%)

Top Sectoral Index Gainers 

1. Nifty FMCG 55910 +1174 (+2.15%)
2. Nifty Pvt Banks 28075 +9 (+0.03%)

Top Sectoral Index Losers

1. Nifty IT 37693 -1473 (-3.76%)
2. Nifty Media 1704 -57 (-3.26%)
69",@sachsharma3,"#Nifty, #Banknifty"
Soctr.IN,2025-07-12T06:12:14.000Z,"Soctr.IN
@MySoctr
·
3h
#TCS update #Nuvama 

For more #Updates visit http://my.soctr.in/x And ""follow"" 
@MySoctr


#MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap #NiftySmallCap #nifty50 #investing #BreakoutStocks #StocksInFocus #StocksToWatch #StocksToBuy #StocksToTrade
Show more
175","@MySoctr, @MySoctr","#TCS, #Nuvama, #Updates, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #nifty50, #investing, #BreakoutStocks, #StocksInFocus, #StocksToWatch, #StocksToBuy, #StocksToTrade"
Soctr.IN,2025-07-12T06:11:40.000Z,"Soctr.IN
@MySoctr
·
3h
#DirecttaxcollectionsFY26

For more #Updates visit http://my.soctr.in/x And ""follow"" 
@MySoctr


#MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap #NiftySmallCap #nifty50 #investing #BreakoutStocks #StocksInFocus #StocksToWatch #StocksToBuy #StocksToTrade
Show more
141","@MySoctr, @MySoctr","#DirecttaxcollectionsFY26, #Updates, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #nifty50, #investing, #BreakoutStocks, #StocksInFocus, #StocksToWatch, #StocksToBuy, #StocksToTrade"
satyendera tiwari,2025-07-12T06:00:00.000Z,"satyendera tiwari
@viratbharat9
·
3h
Join our official Telegram channel for more insight.
https://t.me/viratbharat9
#stockmarketupdate #trading #investing #equityinvesting #investmentstrategy #swingtrading #investing #finance #equity #marketupdate #nifty50 #sensex #nse #bse #learntotrade #tradingmotivation #banknifty
1
80",@viratbharat9,"#stockmarketupdate, #trading, #investing, #equityinvesting, #investmentstrategy, #swingtrading, #investing, #finance, #equity, #marketupdate, #nifty50, #sensex, #nse, #bse, #learntotrade, #tradingmotivation, #banknifty"
Market Research Analyst (RKSM),2025-07-12T05:59:39.000Z,"Market Research Analyst (RKSM)
@researchrks
·
3h
Kindly do support us & follow for more updates!

SupplyZone-Fri 3PM

#Bitcoin  analyzed by #RKSM (Adv)

Decisions r yours!

#BTCUSDT/#BTC -Associate with us for - #Nifty #Nifty50 #BankNifty #Commodities #stocks #gold #Oil
#DataDecoder #TrendTracker #StockMarket #MarketInsights
1
118",@researchrks,"#Bitcoin, #RKSM, #BTCUSDT, #BTC, #Nifty, #Nifty50, #BankNifty, #Commodities, #stocks, #gold, #Oil, #DataDecoder, #TrendTracker, #StockMarket, #MarketInsights"
TWP,2025-07-12T05:56:19.000Z,"TWP
@TWPARMAR
·
3h
You prefer trading in ? 

Follow - 
@TWPARMAR
 and ask if you stuck in any stock.

#nifty #banknifty #optiontrading #sharemarketindia #twparmar
Stock
Options
Stock with MTF
1 vote
·
20 hours left
71","@TWPARMAR, @TWPARMAR","#nifty, #banknifty, #optiontrading, #sharemarketindia, #twparmar"
